question_id,option_text,position
183,IgG4,5
184,HLAクラスⅠは高度な多型性を示す。,1
184,HLAは第6染色体長腕上に存在する。,2
184,HLAクラスⅡは血小板に発現している。,3
184,HLAクラスⅠにDR、DQ領域が含まれる。,4
184,HLAクラスⅠは体液性免疫と細胞性免疫の両方を誘導する。,5
185,抗c,1
185,抗C,2
185,抗E,3
185,抗Fyb,4
185,抗M,5
186,抗C3,1
186,抗C4,2
186,抗IgD,3
186,抗IgE,4
186,抗IgG,5
187,0,1
187,1＋,2
187,2＋,3
187,4＋,4
187,部分凝集,5
188,血小板数,1
188,好中球数,2
188,赤血球数,3
188,CD34陽性細胞数,4
188,CD3陽性リンパ球数,5
189,フィシン,1
189,パパイン,2
189,低イオン強度溶液〈LISS〉,3
189,ジチオスレイトール〈DTT〉,4
189,ポリエチレングリコール溶液〈PEG〉,5
190,児童福祉法　-----　母子健康手帳,1
190,老人福祉法　-----　ケアハウス,2
190,精神保健福祉法　-----　療育手帳,3
190,身体障害者福祉法　-----　福祉事務所,4
190,知的障害者福祉法　-----　地域包括支援センター,5
191,母子保健法,1
191,労働基準法,2
191,労働安全衛生法,3
191,育児・介護休業法,4
191,男女雇用機会均等法,5
192,保健所の設置,1
192,在宅医療の確保,2
192,基準病床数の設定,3
192,二次医療圏の設定,4
192,地域医療支援病院の整備,5
193,特定健康診査　-----　労働安全衛生法,1
193,特殊健康診断　-----　高齢者医療確保法,2
193,乳幼児健康診査　-----　母子保健法,3
193,妊産婦健康診査　-----　母体保護法,4
193,給食従業員の検便　-----　学校保健安全法,5
194,横断研究,1
194,介入研究,2
194,コホート研究,3
194,症例集積研究,4
194,症例対照研究,5
195,濡れたガラス製の測容器は乾熱滅菌器で乾燥させる。,1
195,定量の溶液の作成は物質の溶解を測容器の中で行う。,2
195,メスフラスコの検定公差はメスシリンダーより大きい。,3
195,測容器は20℃で表示容積になるように製造されている。,4
195,オストワルドピペットは粘性の大きい試料の採取に適する。,5
196,塩基欠失を検出できる。,1
196,ダイターミネーター法が用いられる。,2
196,ddNTPとdNTPを混ぜてPCRを行う。,3
196,電気泳動ではDNA断片が短いほど早く流れる。,4
196,ddNTPがDNA合成反応に取り込まれてもDNA伸長は継続する。,5
197,Bluetooth,1
197,GPS,2
197,HDMI,3
197,USB,4
197,Wi-Fi,5
198,1,1
198,2,2
198,3,3
198,4,4
198,5,5
199,1/4,1
199,1/2,2
199,1,3
199,2,4
199,4,5
200,6,1
200,7,2
200,8,3
200,9,4
200,10,5
