question_id,option_text,position
397,乾熱滅菌はエンドトキシンを無毒化する。,3
397,高圧蒸気滅菌は芽胞を有する細菌に無効である。,4
397,過酸化水素プラズマ滅菌はカテーテルの滅菌に無効である。,5
398,圧電素子,1
398,OPアンプ,2
398,サーミスタ,3
398,ストレンゲージ,4
398,ポテンショメータ,5
399,2.7×106,1
399,9×106,2
399,2.7×109,3
399,9×109,4
399,9×1012,5
400,開口数が大きいほど分解能が低下する。,1
400,尿沈渣の観察はコンデンサを上げて行う。,2
400,像の明るさは対物レンズの開口数の2乗に比例する。,3
400,総合倍率は接眼レンズと対物レンズの倍率の和で表される。,4
400,実視野は接眼レンズの視野数と対物レンズの倍率の積で表される。,5
