question_id,option_text,position
589,インターロイキン6〈IL-6〉により誘導される。,5
590,粗死亡率,1
590,平均寿命,2
590,総再生産率,3
590,老年化指数,4
590,合計特殊出生率,5
591,横断研究,1
591,コホート研究,2
591,症例集積研究,3
591,症例対照研究,4
591,生態学的研究,5
592,対象者は40〜74歳である。,1
592,根拠法は健康増進法である。,2
592,基本項目に尿蛋白が含まれる。,3
592,実施主体は医療保険者である。,4
592,メタボリックシンドロームに着目している。,5
593,保護具の使用,1
593,労働時間の短縮,2
593,局所排気装置の設置,3
593,特殊健康診断の実施,4
593,作業場の管理区分の判定,5
594,結核,1
594,コレラ,2
594,痘そう,3
594,ペスト,4
594,ジフテリア,5
595,0.84,1
595,1.68,2
595,3.36,3
595,16.8,4
595,84.0,5
596,0.1,1
596,1,2
596,10,3
596,100,4
596,"1,000",5
597,GPU,1
597,BIOS,2
597,DHCP,3
597,RAID,4
597,RS-232C,5
598,6,1
598,7,2
598,8,3
598,9,4
598,10,5
599,ファイアウォールの設置,1
599,VPNシステムによる通信,2
599,公開鍵暗号システムの利用,3
599,OSの自動アップデートの中止,4
599,MACアドレスによる機器認証,5
600,気流が十分にある。,1
600,設置台が可動する。,2
600,温度が10℃である。,3
600,日当たりが良好である。,4
600,相対湿度が60％である。,5
